Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
PBS NewsHour,-0.128,Thu Apr 26 20:45:00 +0000 2018,12,0.874,0.084,0.042,24,"""When the Rohingya girls arrive in Bangladesh, they don’t know anything. They are so innocent, scared, and unaware.… https://t.co/yKUVGAtwuW",@NewsHour
PBS NewsHour,-0.108,Thu Apr 26 20:30:00 +0000 2018,39,0.875,0.08,0.045,16,"Based on 22 months of observations, the new release catalogues the positions, motions, brightnesses and colors of a… https://t.co/XgfJhCHaw4",@NewsHour
PBS NewsHour,-0.095,Thu Apr 26 20:15:00 +0000 2018,9,0.87,0.081,0.049,13,"The Supreme Court heard arguments Wednesday from lawyers on both sides of Trump v. Hawaii, the case that will deter… https://t.co/wmSbbr9tLa",@NewsHour
PBS NewsHour,-0.113,Thu Apr 26 20:00:02 +0000 2018,11,0.868,0.085,0.047,21,"A tank containing crude oil or asphalt exploded at a large refinery in Wisconsin on Thursday, injuring several peop… https://t.co/VPYvPy9OJh",@NewsHour
PBS NewsHour,-0.109,Thu Apr 26 19:45:00 +0000 2018,25,0.873,0.082,0.046,12,"WATCH: Cosby’s conviction is a long time coming, lawyer says. https://t.co/RUHiXXi6lT",@NewsHour
PBS NewsHour,-0.13,Thu Apr 26 19:36:59 +0000 2018,0,0.863,0.089,0.047,16,"RT @NewsHourExtra: PBS @NewsHour Lesson Plan: Can building school community help cut down on gun violence? 

This group of students is dete…",@NewsHour
PBS NewsHour,-0.126,Thu Apr 26 19:30:01 +0000 2018,2,0.868,0.086,0.046,1,What to expect from North and South Korea’s historic summit. https://t.co/KkHQJzQOkx,@NewsHour
PBS NewsHour,-0.122,Thu Apr 26 19:20:14 +0000 2018,1,0.873,0.083,0.044,1,WATCH LIVE: @MontcopaDA Kevin Steele speaks after Bill Cosby retrial https://t.co/2wmhR3f3z5,@NewsHour
PBS NewsHour,-0.118,Thu Apr 26 19:15:00 +0000 2018,3,0.877,0.081,0.043,4,President Trump says North Korea has made nuclear concessions before talks. https://t.co/ww5bz3ctLY,@NewsHour
PBS NewsHour,-0.114,Thu Apr 26 19:00:00 +0000 2018,2,0.88,0.078,0.041,7,"WATCH LIVE: EPA chief Scott Pruitt testifies before House panel amid ethics allegations
https://t.co/FrTLy4Y2DT",@NewsHour
PBS NewsHour,-0.121,Thu Apr 26 18:45:00 +0000 2018,50,0.876,0.084,0.04,17,"Thousands of teachers in Arizona and Colorado protest funding, pay https://t.co/OkPdzTGKR8",@NewsHour
PBS NewsHour,-0.14,Thu Apr 26 18:36:26 +0000 2018,20,0.871,0.09,0.039,7,"Bill Cosby, 80, could end up spending his final years in prison after a jury concluded he sexually violated Temple… https://t.co/d5MJrI3E5W",@NewsHour
PBS NewsHour,-0.161,Thu Apr 26 18:31:00 +0000 2018,47,0.866,0.096,0.038,42,Bill Cosby could get up to 10 years in prison on each of the three counts of aggravated indecent assault. He is lik… https://t.co/k1lk9LZO2b,@NewsHour
PBS NewsHour,-0.157,Thu Apr 26 18:29:33 +0000 2018,29,0.863,0.096,0.041,11,"The panel of seven men and five women reached a verdict after deliberating 14 hours over two days, vindicating pros… https://t.co/ePICEauVl9",@NewsHour
PBS NewsHour,-0.142,Thu Apr 26 18:15:00 +0000 2018,13,0.863,0.094,0.043,23,"The Trump administration has decided to end special protections for an estimated 9,000 Nepalese immigrants in the U… https://t.co/YrhIEb02Xk",@NewsHour
PBS NewsHour,-0.138,Thu Apr 26 18:14:52 +0000 2018,11,0.867,0.091,0.042,23,WATCH: #periscope: EPA Administrator Scott Pruitt testifies before House Appropriations Committee https://t.co/bkfLXkjOfR,@NewsHour
PBS NewsHour,-0.15,Thu Apr 26 18:01:00 +0000 2018,38,0.866,0.093,0.041,17,Bill Cosby has been convicted of drugging and molesting a woman in the first big celebrity trial of the #MeToo era. https://t.co/5L0qLRZF9O,@NewsHour
PBS NewsHour,-0.146,Thu Apr 26 18:00:02 +0000 2018,14,0.87,0.091,0.04,9,Judge appoints ‘special master’ to review Michael Cohen documents seized in raid. https://t.co/f7K2eqyWHc,@NewsHour
PBS NewsHour,-0.161,Thu Apr 26 17:59:09 +0000 2018,59,0.864,0.098,0.039,34,Bill Cosby found guilty on all three counts in sexual assault retrial https://t.co/5L0qLRZF9O,@NewsHour
PBS NewsHour,-0.177,Thu Apr 26 17:55:37 +0000 2018,87,0.858,0.104,0.038,31,NEWS: A Pennsylvania jury has found Bill Cosby guilty of all charges in his sexual assault retrial. https://t.co/eEIF1RBUYV,@NewsHour
PBS NewsHour,-0.187,Thu Apr 26 17:53:01 +0000 2018,0,0.857,0.106,0.037,36,RT @courtneyknorris: BREAKING: Bill Cosby convicted of drugging and molesting a woman (guilty of all charges) in first big celebrity trial…,@NewsHour
PBS NewsHour,-0.2,Thu Apr 26 17:45:00 +0000 2018,5,0.851,0.112,0.036,3,Maine sheriff tells suspect to ‘turn yourself in’ after deputy killing. https://t.co/M3JeuSGL6R,@NewsHour
PBS NewsHour,-0.181,Thu Apr 26 17:30:00 +0000 2018,40,0.846,0.11,0.044,10,Senate panel advances bill to protect special counsel Robert Mueller. https://t.co/2yCIloRkHp,@NewsHour
PBS NewsHour,-0.177,Thu Apr 26 17:15:00 +0000 2018,7,0.85,0.108,0.043,4,WATCH: Senate confirms Pompeo as secretary of state. https://t.co/NJgQtOgnDB,@NewsHour
PBS NewsHour,-0.173,Thu Apr 26 17:08:32 +0000 2018,0,0.853,0.105,0.042,4,"RT @ryanchilcote: In the works for &gt; 1 year, @realDonaldTrump's on-off trip to the UK is downgraded from a ""state visit"" w/ all the trappin…",@NewsHour
PBS NewsHour,-0.17,Thu Apr 26 17:07:56 +0000 2018,0,0.856,0.103,0.041,13,"RT @LisaDNews: POMPEO CONFIRMED: 57-42.

Which is one more vote than Tillerson got.

https://t.co/Ii6xiVAEEM",@NewsHour
PBS NewsHour,-0.166,Thu Apr 26 17:00:03 +0000 2018,4,0.859,0.101,0.04,1,President Trump to visit the UK for ‘working visit’ with Theresa May. https://t.co/FrysVU3jFx,@NewsHour
PBS NewsHour,-0.163,Thu Apr 26 16:45:27 +0000 2018,0,0.862,0.099,0.039,8,"RT @IAmDanCooney: The Senate is VOTING NOW on whether to confirm Mike Pompeo as secretary of state. Watch the vote, via @NewsHour: https://…",@NewsHour
PBS NewsHour,-0.172,Thu Apr 26 16:40:00 +0000 2018,13,0.859,0.102,0.038,8,"Boston changes Fenway Park’s ‘Yawkey Way,’ citing former owner’s racist past
https://t.co/9Ge5G5lhrA",@NewsHour
PBS NewsHour,-0.163,Thu Apr 26 16:20:00 +0000 2018,6,0.86,0.1,0.04,13,Here are all of the ways embattled EPA chief Scott Pruitt has changed energy policy (by @jfmendolia) https://t.co/2Ly6zNhut1,@NewsHour
PBS NewsHour,-0.162,Thu Apr 26 16:00:01 +0000 2018,16,0.86,0.101,0.039,12,EPA chief Scott Pruitt says he did know about pay raises. https://t.co/nQdVwqYt0c,@NewsHour
PBS NewsHour,-0.159,Thu Apr 26 15:53:09 +0000 2018,12,0.863,0.099,0.038,8,WATCH LIVE on #Periscope: EPA Administrator Scott Pruitt testifies before House committee amid ethics allegations https://t.co/htcBB7eLiC,@NewsHour
PBS NewsHour,-0.156,Thu Apr 26 15:40:18 +0000 2018,0,0.865,0.097,0.038,15,"RT @TaniaRashid9: We spent extensive time with a 13-year-old #Rohingya girl, Nurkaiis, who just fled Myanmar late last year as her home was…",@NewsHour
PBS NewsHour,-0.167,Thu Apr 26 15:40:00 +0000 2018,9,0.861,0.102,0.037,12,"Rwandans discover mass graves from genocide era, nearly 25 years after killings. https://t.co/s5R6D17xvq",@NewsHour
PBS NewsHour,-0.157,Thu Apr 26 15:20:00 +0000 2018,43,0.861,0.1,0.039,12,"During an address to Congress on Wednesday, French President Emmanuel Macron clearly defined where he and President… https://t.co/iqD8310snm",@NewsHour
PBS NewsHour,-0.15,Thu Apr 26 15:17:31 +0000 2018,0,0.862,0.098,0.04,5,RT @megbthompson: WATCH LIVE: EPA chief Scott Pruitt testifies before House energy panel amid ethics allegations https://t.co/3nD9XuGEGE,@NewsHour
PBS NewsHour,-0.149,Thu Apr 26 15:00:01 +0000 2018,7,0.863,0.098,0.039,13,Millions of families living in federally subsidized public housing would have to pay more for rent under a Trump ad… https://t.co/A62KRFPJVO,@NewsHour
PBS NewsHour,-0.146,Thu Apr 26 14:40:00 +0000 2018,5,0.865,0.096,0.039,3,"Trump ‘won’t be involved’ in Robert Mueller’s Russia probe
https://t.co/ZWuw3LhGJL",@NewsHour
PBS NewsHour,-0.144,Thu Apr 26 14:20:00 +0000 2018,25,0.867,0.095,0.038,13,Trump says Michael Cohen represented him in ‘Stormy Daniels deal’ https://t.co/rDkYtS1kSn,@NewsHour
PBS NewsHour,-0.142,Thu Apr 26 14:03:55 +0000 2018,24,0.869,0.093,0.037,32,WATCH LIVE: EPA Administrator Scott Pruitt testifies before House committee amid ethics allegations https://t.co/pirJjEwelY,@NewsHour
PBS NewsHour,-0.144,Thu Apr 26 13:40:00 +0000 2018,26,0.87,0.093,0.037,6,"Sen. Sherrod Brown says the White House has injected “chaos with no end in sight” into the VA, a ""leaderless agency… https://t.co/UxzGXiYIqK",@NewsHour
PBS NewsHour,-0.137,Thu Apr 26 13:34:42 +0000 2018,0,0.867,0.094,0.04,66,"RT @JudyWoodruff: former Acting Attorney General @SallyQYates on the travel ban, the importance of an independent Justice Dept and more htt…",@NewsHour
PBS NewsHour,-0.144,Thu Apr 26 13:34:24 +0000 2018,0,0.864,0.097,0.039,22,RT @milesobrien: How Facebook's news feed can be fooled into spreading misinformation https://t.co/yWSgsYwNqm,@NewsHour
PBS NewsHour,-0.151,Thu Apr 26 13:34:20 +0000 2018,0,0.862,0.098,0.04,39,"RT @sarajust: There is so much swirling in political news, yes, but take a moment for this heartbreaking story - from a 3 part series from…",@NewsHour
PBS NewsHour,-0.145,Thu Apr 26 13:20:00 +0000 2018,16,0.862,0.097,0.041,6,WATCH LIVE: EPA chief Scott Pruitt testifies before House energy panel amid ethics allegations https://t.co/5jRoyzIWlq,@NewsHour
PBS NewsHour,-0.151,Thu Apr 26 13:00:02 +0000 2018,12,0.861,0.098,0.04,13,"It's difficult to know the scope of unlawful child labor in America, and even more difficult to enforce the law, ex… https://t.co/p97zv1ahek",@NewsHour
PBS NewsHour,-0.149,Thu Apr 26 12:25:50 +0000 2018,37,0.863,0.097,0.04,14,NEWS: VA nominee Ronny Jackson withdraws from consideration. https://t.co/0GIdq3uaGI,@NewsHour
PBS NewsHour,-0.148,Thu Apr 26 12:00:02 +0000 2018,2,0.86,0.099,0.041,6,Fighting junk news is tricky territory for Facebook -- its business model depends upon engagement. https://t.co/8G0b0t49Vo,@NewsHour
PBS NewsHour,-0.145,Thu Apr 26 11:00:01 +0000 2018,10,0.862,0.097,0.041,9,"“If I don't get married now, I will be too old.” Meet a 13-year-old Rohingya refugee girl who must wed a man she ha… https://t.co/mbgHPev0LD",@NewsHour
PBS NewsHour,-0.148,Thu Apr 26 03:00:01 +0000 2018,91,0.863,0.097,0.04,59,"Sen. Sherrod Brown says the White House has injected “chaos with no end in sight” into the VA, a ""leaderless agency… https://t.co/r0BCBYdymk",@NewsHour
PBS NewsHour,-0.143,Thu Apr 26 02:00:01 +0000 2018,61,0.863,0.096,0.041,22,Former Acting Attorney General Sally Yates says the Trump administration has made some important changes to the tra… https://t.co/L2d0u5vfqP,@NewsHour
PBS NewsHour,-0.141,Thu Apr 26 01:00:00 +0000 2018,17,0.865,0.095,0.04,12,President Trump's campaign and post-election statements have been a focus for courts trying to determine his travel… https://t.co/dulEzhVqXP,@NewsHour
PBS NewsHour,-0.135,Thu Apr 26 00:20:00 +0000 2018,14,0.865,0.093,0.041,12,Attorney General Jeff Sessions on Wednesday defended President Donald Trump’s right to pardon former Sheriff Joe Ar… https://t.co/58rbBUAnPc,@NewsHour
PBS NewsHour,-0.128,Thu Apr 26 00:10:00 +0000 2018,15,0.866,0.092,0.042,12,"The Senate Judiciary Committee was expected to vote Thursday on the bill, which would give any special counsel a 10… https://t.co/I9eYaYImSv",@NewsHour
PBS NewsHour,-0.135,Thu Apr 26 00:00:00 +0000 2018,2,0.863,0.095,0.042,3,"Maine police search for man who killed deputy, robbed store. https://t.co/NALV5cmL1Z",@NewsHour
PBS NewsHour,-0.128,Wed Apr 25 23:57:51 +0000 2018,78,0.863,0.094,0.043,28,"During an address to Congress on Wednesday, French President Emmanuel Macron clearly defined where he and President… https://t.co/H36JAnnqJz",@NewsHour
PBS NewsHour,-0.123,Wed Apr 25 23:52:41 +0000 2018,12,0.862,0.094,0.044,10,"The Supreme Court heard arguments Wednesday from lawyers on both sides of Trump v. Hawaii, the case that will deter… https://t.co/MNMVWaso71",@NewsHour
PBS NewsHour,-0.122,Wed Apr 25 23:52:21 +0000 2018,27,0.864,0.093,0.044,19,"Facebook is front and center in the effort to address the issue of ""junk news."" @milesobrien went inside the tech g… https://t.co/xG3ZOmyUb8",@NewsHour
PBS NewsHour,-0.12,Wed Apr 25 23:50:46 +0000 2018,20,0.865,0.092,0.043,19,More than half of the Rohingya refugees trying to return to Myanmar from Bangladesh are female. Among that populati… https://t.co/921oYOWUFP,@NewsHour
PBS NewsHour,-0.127,Wed Apr 25 23:41:12 +0000 2018,65,0.864,0.093,0.043,52,"The Trump administration has ""injected this chaos into the whole upper management of the VA,"" @SenSherrodBrown tell… https://t.co/lWUNVQOQwM",@NewsHour
PBS NewsHour,-0.127,Wed Apr 25 23:40:00 +0000 2018,35,0.865,0.093,0.042,57,Millions of families living in federally subsidized public housing would have to pay more for rent under a Trump ad… https://t.co/GSMZwqiwpd,@NewsHour
PBS NewsHour,-0.125,Wed Apr 25 23:34:57 +0000 2018,65,0.867,0.091,0.042,38,Michael Cohen's lawyer has told a court in California that Cohen will assert his 5th Amendment right not to incrimi… https://t.co/KU19noXfzU,@NewsHour
PBS NewsHour,-0.126,Wed Apr 25 23:29:07 +0000 2018,55,0.867,0.091,0.041,29,"""This has been a really hard time for the folks at DOJ,"" @SallyQYates tells @JudyWoodruff. ""That's been one of thin… https://t.co/JK6xY1n0J2",@NewsHour
PBS NewsHour,-0.131,Wed Apr 25 23:20:00 +0000 2018,9,0.867,0.092,0.041,7,A Dallas police officer died Wednesday after a shooting that wounded another officer and an employee at a home impr… https://t.co/B6Tkll9e9d,@NewsHour
PBS NewsHour,-0.125,Wed Apr 25 23:19:12 +0000 2018,90,0.867,0.091,0.042,61,"""That [President Trump's] decisions here are situational based on whether he feels like he's in the sights of the J… https://t.co/fm3wcYUPnX",@NewsHour
PBS NewsHour,-0.12,Wed Apr 25 23:00:01 +0000 2018,13,0.867,0.09,0.043,10,Why this American cereal heiress amassed a huge Russian art collection (by @alisonthoet) https://t.co/HOdbUpZ1Eo,@NewsHour
PBS NewsHour,-0.114,Wed Apr 25 22:50:52 +0000 2018,0,0.867,0.089,0.044,18,"RT @JudyWoodruff: how does @Facebook deal with false news? @MilesOBrien begins the first of four special reports on ""junk news"" now so prev…",@NewsHour
PBS NewsHour,-0.115,Wed Apr 25 22:49:52 +0000 2018,0,0.866,0.09,0.044,17,"RT @JudyWoodruff: .@SallyQYates says travel ban #3 is improvement from the first, but still seems ""infected"" with anti-Muslim bias https://…",@NewsHour
PBS NewsHour,-0.114,Wed Apr 25 22:48:46 +0000 2018,0,0.867,0.089,0.044,9,"RT @mattloff: ""I'm concerned that they’re vetting at all,"" @SenSherrodBrown says on @NewsHour about the White House process. ""The president…",@NewsHour
PBS NewsHour,-0.108,Wed Apr 25 22:48:43 +0000 2018,0,0.867,0.088,0.044,3,"RT @mattloff: “The president clearly didn’t ask questions"" about VA Nominee Ronny Jackson before he was nominated, @SenSherrodBrown says on…",@NewsHour
PBS NewsHour,-0.114,Wed Apr 25 22:48:38 +0000 2018,0,0.867,0.089,0.044,5,"RT @mattloff: “The most troubling single thing” about allegations against VA Nominee Ronny Jackson, according to @SenSherrodBrown is that “…",@NewsHour
PBS NewsHour,-0.112,Wed Apr 25 22:48:35 +0000 2018,0,0.868,0.088,0.044,3,RT @rachelwellford: .@johnyangtv speaks to @SenSherrodBrown on @NewsHour about WH doctor Ronny Jackson's VA sec. nomination.,@NewsHour
PBS NewsHour,-0.104,Wed Apr 25 22:48:29 +0000 2018,0,0.867,0.087,0.045,9,"RT @rachelwellford: ""It certainly does have an impact on public confidence"" when the president speaks negatively about the FBI and DOJ- @Sa…",@NewsHour
PBS NewsHour,-0.105,Wed Apr 25 22:48:27 +0000 2018,0,0.868,0.087,0.045,10,"RT @mattloff: This has been a ""really hard time for the folks at DOJ,"" former Deputy AG @SallyQYates says on @NewsHour. ""These are hardwork…",@NewsHour
PBS NewsHour,-0.113,Wed Apr 25 22:29:21 +0000 2018,65,0.866,0.09,0.044,38,"""Is this travel ban infected by the same animus that infected the first one? And that is the intent to discriminate… https://t.co/pphYFbbcpm",@NewsHour
PBS NewsHour,-0.115,Wed Apr 25 22:28:06 +0000 2018,0,0.866,0.09,0.044,9,"RT @mattloff: “We repeatedly get right up to the precipice of the president firing someone at DOJ,"" @SallyQYates says on @NewsHour. His dec…",@NewsHour
PBS NewsHour,-0.11,Wed Apr 25 22:26:35 +0000 2018,0,0.867,0.089,0.044,17,"RT @mattloff: ""For the rule of law to have any meaning in this country… we have to ensure there is a division between the White House and D…",@NewsHour
PBS NewsHour,-0.109,Wed Apr 25 22:25:38 +0000 2018,0,0.868,0.088,0.044,43,"RT @sarajust: ""It's a reversal of sorts..."" @sallyqyates says about Michael Cohen asserting his 5th amendment rights today in Stormy Daniel…",@NewsHour
Fox News,0.0,Thu Apr 26 23:02:05 +0000 2018,91,1.0,0.0,0.0,47,James Comey claims release of memo contents not a 'leak' in Fox News interview https://t.co/okUpH9LXoL,@FoxNews
Fox News,0.0,Thu Apr 26 23:00:01 +0000 2018,146,1.0,0.0,0.0,79,".@BretBaier: ""You see the disparity here where people look at how the Clinton case was handled and how the Trump ca… https://t.co/od5AibQiCw",@FoxNews
Fox News,-0.113,Thu Apr 26 22:57:00 +0000 2018,176,0.959,0.041,0.0,97,".@Comey: ""I don't consider what I did with Mr. Richman a leak. I told him about an unclassified conversation with… https://t.co/BZHkCQH13g",@FoxNews
Fox News,-0.085,Thu Apr 26 22:55:00 +0000 2018,208,0.969,0.031,0.0,136,".@BretBaier: ""Did you tell President Obama that the dossier, who it was funded by?""

@Comey: ""No, not to my recolle… https://t.co/1PObbDXI4s",@FoxNews
Fox News,-0.068,Thu Apr 26 22:49:18 +0000 2018,209,0.975,0.025,0.0,117,".@Comey: ""New York and @FBI headquarters became aware that there may be some connection between Weiner's laptop and… https://t.co/sJjTYdt5G6",@FoxNews
Fox News,-0.057,Thu Apr 26 22:48:48 +0000 2018,286,0.979,0.021,0.0,157,".@BretBaier: ""When did you learn that the DNC and @HillaryClinton had funded Christopher Steele's work?""

@Comey: ""… https://t.co/7XOO0Gtyms",@FoxNews
Fox News,-0.049,Thu Apr 26 22:45:00 +0000 2018,98,0.982,0.018,0.0,54,".@Comey: ""That was my intention, to serve another six years."" #SpecialReport https://t.co/WXk6LGTh9S",@FoxNews
Fox News,-0.042,Thu Apr 26 22:43:36 +0000 2018,287,0.984,0.016,0.0,171,".@BretBaier: ""What was the insurance policy Deputy Dir. McCabe, Strzok, and Page were discussing in his office?""… https://t.co/MkyfRAV8lj",@FoxNews
Fox News,-0.038,Thu Apr 26 22:41:12 +0000 2018,386,0.986,0.014,0.0,223,".@BretBaier: ""You see the disparity here where people look at how the Clinton case was handled and how the Trump ca… https://t.co/3pq48HCGrP",@FoxNews
Fox News,-0.034,Thu Apr 26 22:39:09 +0000 2018,110,0.988,0.012,0.0,62,".@Comey: ""I still believe [Andrew McCabe] stood tall."" #SpecialReport https://t.co/C7fmRS1pI7",@FoxNews
Fox News,-0.031,Thu Apr 26 22:36:07 +0000 2018,159,0.989,0.011,0.0,55,".@Comey: ""Facts really do matter."" #SpecialReport https://t.co/SWRXd4UbQc",@FoxNews
Fox News,-0.057,Thu Apr 26 22:33:50 +0000 2018,180,0.979,0.021,0.0,119,".@Comey: ""I don't consider what I did with Mr. Richman a leak. I told him about an unclassified conversation with… https://t.co/GCBoZWu8XL",@FoxNews
Fox News,-0.028,Thu Apr 26 22:30:17 +0000 2018,218,0.973,0.019,0.008,149,".@BretBaier: ""Is it fair to say that President Obama and his inner circle knew a lot more about the dossier and the… https://t.co/EhF86M5vpi",@FoxNews
Fox News,-0.026,Thu Apr 26 22:27:45 +0000 2018,131,0.975,0.018,0.007,82,".@Comey: ""I didn't ever brief President Obama on the dossier."" #SpecialReport https://t.co/MbJ8tWvdiy",@FoxNews
Fox News,-0.024,Thu Apr 26 22:27:09 +0000 2018,267,0.977,0.017,0.007,180,".@BretBaier: ""Did you tell President Obama that the dossier, who it was funded by?""

@Comey: ""No, not to my recolle… https://t.co/ri5pdJ0hat",@FoxNews
Fox News,-0.023,Thu Apr 26 22:25:49 +0000 2018,244,0.978,0.016,0.006,163,".@BretBaier: ""When did you learn that the DNC and @HillaryClinton had funded Christopher Steele's work?""

@Comey: ""… https://t.co/GYjZhEnvUL",@FoxNews
Fox News,-0.021,Thu Apr 26 22:23:00 +0000 2018,179,0.98,0.015,0.006,139,".@Comey: ""New York and @FBI headquarters became aware that there may be some connection between Weiner's laptop and… https://t.co/7fIg13GYFW",@FoxNews
Fox News,-0.008,Thu Apr 26 22:20:37 +0000 2018,203,0.976,0.014,0.011,153,".@BretBaier: ""Why did you allow Cheryl Mills, Sec. Clinton's chief of staff, to sit in the interview?""

@Comey: ""My… https://t.co/dQcUBD2u6R",@FoxNews
Fox News,-0.007,Thu Apr 26 22:18:17 +0000 2018,111,0.977,0.013,0.01,64,".@Comey: ""Why did we do the [@HillaryClinton] interview at the end? That's fairly typical for a subject interview i… https://t.co/dJYRs2WjXr",@FoxNews
Fox News,0.032,Thu Apr 26 22:16:43 +0000 2018,212,0.962,0.012,0.025,121,".@BretBaier: ""Is it true that you and your @FBI colleagues made the decision to exonerate Sec. Clinton well before… https://t.co/A5w8oYN1Rx",@FoxNews
Fox News,0.03,Thu Apr 26 22:15:43 +0000 2018,154,0.964,0.012,0.024,56,.@Comey speaks to @BretBaier on @SpecialReport right now - Tune in to Fox News Channel! https://t.co/TRd21SVQ3C,@FoxNews
Fox News,0.047,Thu Apr 26 22:00:01 +0000 2018,176,0.96,0.011,0.028,78,"TUNE IN: Former @FBI Director James @Comey sits down with @BretBaier on ""Special Report"" right now on Fox News Chan… https://t.co/gpKHTDNYp7",@FoxNews
Fox News,0.014,Thu Apr 26 21:58:15 +0000 2018,91,0.944,0.029,0.027,26,Family suing American Airlines over death of 25-year-old woman https://t.co/BoYN5NmDEZ,@FoxNews
Fox News,0.026,Thu Apr 26 21:58:04 +0000 2018,125,0.938,0.028,0.033,144,Mexican rapper reportedly admits to dissolving students' bodies in acid https://t.co/asBx7txEYP,@FoxNews
Fox News,0.025,Thu Apr 26 21:42:50 +0000 2018,205,0.941,0.027,0.032,93,"MOMENTS AWAY:  @BretBaier's interview with former @FBI Director James @Comey, tonight at 6p ET on Fox News Channel.… https://t.co/3YMfhEL8mn",@FoxNews
Fox News,-0.002,Thu Apr 26 21:35:54 +0000 2018,1692,0.935,0.035,0.031,444,".@POTUS: ""Kanye looks and he sees black unemployment at the lowest it's been in the history of this country. Okay?… https://t.co/URelfZSK0I",@FoxNews
Fox News,-0.002,Thu Apr 26 21:30:00 +0000 2018,210,0.937,0.033,0.03,93,"MUST SEE: Tune in to @BretBaier's interview with former FBI Director James @Comey, tonight at 6p ET on Fox News Cha… https://t.co/kSaoHi0RCG",@FoxNews
Fox News,-0.016,Thu Apr 26 21:22:29 +0000 2018,701,0.927,0.04,0.033,225,"This picture of a pre-prom prayer sparks anger, surprising reporter who posted it. https://t.co/dwhrv7NG1W",@FoxNews
Fox News,-0.025,Thu Apr 26 21:11:23 +0000 2018,189,0.92,0.045,0.035,77,.@kimguilfoyle breaks down the Bill Cosby guilty verdict and what happens next. https://t.co/jn84ydmy9k https://t.co/6PS51PDebd,@FoxNews
Fox News,-0.036,Thu Apr 26 21:10:00 +0000 2018,496,0.914,0.052,0.034,193,Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/7BBzglS9AK,@FoxNews
Fox News,-0.049,Thu Apr 26 21:02:52 +0000 2018,555,0.91,0.057,0.033,149,"Arizona Congresswoman-elect @DebbieLesko on Democratic criticism: ""The bottom line is I won."" https://t.co/Wfn6B9lkyN",@FoxNews
Fox News,-0.047,Thu Apr 26 20:55:24 +0000 2018,987,0.913,0.055,0.032,343,JUST IN: Recovered Strzok-Page text messages have been delivered to congressional committees. https://t.co/9AToXE0MLW,@FoxNews
Fox News,-0.035,Thu Apr 26 20:51:41 +0000 2018,1799,0.911,0.053,0.036,432,.@kanyewest let @johnlegend know he means business when he says he supports President @realDonaldTrump.… https://t.co/Y6HMAaTFFV,@FoxNews
Fox News,-0.025,Thu Apr 26 20:39:35 +0000 2018,223,0.903,0.055,0.042,55,".@Jehmu on the Cosby verdict: ""I think it's a good day for victims"" #Cavuto https://t.co/xtjXjTMimR",@FoxNews
Fox News,-0.049,Thu Apr 26 20:30:01 +0000 2018,952,0.893,0.066,0.041,268,Otto Warmbier's parents sue North Korea for torturing and murdering their son. https://t.co/eNpxitg1gQ,@FoxNews
Fox News,-0.035,Thu Apr 26 20:25:18 +0000 2018,1435,0.89,0.064,0.046,257,.@chancetherapper on @realDonaldTrump-@kanyewest friendship: 'Black people don't have to be democrats'… https://t.co/Zc8v0oaeZl,@FoxNews
Fox News,-0.038,Thu Apr 26 20:25:16 +0000 2018,449,0.89,0.066,0.044,87,".@RepKinzinger: ""We can't understate how important this moment is with North Korea."" #Cavuto https://t.co/AHmy4L9U5s",@FoxNews
Fox News,-0.022,Thu Apr 26 20:16:05 +0000 2018,1736,0.886,0.064,0.05,313,"In an interview on @foxandfriends, @POTUS wished @FLOTUS a happy birthday. https://t.co/TWZPWX2Gdj",@FoxNews
Fox News,-0.038,Thu Apr 26 20:08:25 +0000 2018,875,0.882,0.069,0.049,198,"On @foxandfriends, President @realDonaldTrump criticized former FBI Director James Comey, saying he is ""guilty of c… https://t.co/bdx5Omcdop",@FoxNews
Fox News,-0.037,Thu Apr 26 20:02:48 +0000 2018,2407,0.885,0.067,0.048,865,"Moments ago, @PressSec Sarah Sanders released photos of just-confirmed Secretary of State Mike Pompeo meeting Kim J… https://t.co/LIkq6wQKT1",@FoxNews
Fox News,-0.051,Thu Apr 26 19:52:35 +0000 2018,199,0.882,0.071,0.047,68,Former prosecutor explains why this Bill Cosby sexual assault retrial turned out differently: https://t.co/WIpEIuNYRa,@FoxNews
Fox News,-0.05,Thu Apr 26 19:42:01 +0000 2018,251,0.885,0.069,0.045,109,"DA Kevin Steele on Bill Cosby's courtroom outburst: ""You got to see a brief view of who he was."" https://t.co/CO0vmKM1Eh",@FoxNews
Fox News,-0.055,Thu Apr 26 19:28:21 +0000 2018,142,0.88,0.073,0.047,70,RIGHT NOW: Bill Cosby arrives home after guilty verdict. https://t.co/jn84ydmy9k https://t.co/INtXb8sIDY,@FoxNews
Fox News,-0.061,Thu Apr 26 19:26:51 +0000 2018,194,0.878,0.074,0.048,60,This new court sketch depicts the Bill Cosby verdict in a Pennsylvania courthouse today. Cosby was found guilty of… https://t.co/WJuXDHhYGU,@FoxNews
Fox News,-0.073,Thu Apr 26 19:25:24 +0000 2018,103,0.873,0.078,0.049,52,"Moments after comedian Bill Cosby was found guilty of sexual assault, his attorney Tom Mesereau denounced the verdi… https://t.co/bH2lGIZUAN",@FoxNews
